Journal Report 1 (R4)	Number of Successful Full-text Article Requests by Month and Journal																				
SIMON FRASER UNIV																					
																					
Period covered by Report:																					
2013-01-01 to 2013-12-31																					
Date run:																					
2014-02-24																					
Journal	Publisher	Platform	Journal DOI	Proprietary Identifier	Print ISSN	Online ISSN	Reporting Period Total	Reporting Period HTML	Reporting Period PDF	Jan-2013	Feb-2013	Mar-2013	Apr-2013	May-2013	Jun-2013	Jul-2013	Aug-2013	Sep-2013	Oct-2013	Nov-2013	Dec-2013
West Virginia Nurse	West Virginia Nurses Assn	EBSCOhost		101342	1074-8091		23	22	1	3	16	2	2	0	0	0	0	0	0	0	0
Westchester County business journal	"Westfair Communications, Inc."	EBSCOhost		78408	1057-686X		41	7	34	0	6	5	3	2	5	4	0	0	6	8	2
Western Advocate	Fairfax Media Management Pty Ltd	EBSCOhost		793677	1328-3790		2	2	0	0	0	0	0	0	0	0	0	0	0	2	0
Western American Literature	Western Literature Association	EBSCOhost		94232	0043-3462	1948-7142	13	0	13	0	0	0	0	0	1	4	0	1	2	3	2
Western Christian Advocate	American Antiquarian Society Historical Periodicals	EBSCOhost		172505			41	23	18	0	0	0	0	0	0	0	0	0	0	0	41
Western Criminologist	Western Criminology Review	EBSCOhost		198918			5	0	5	0	0	2	0	1	0	0	0	0	1	1	0
Western Criminology Review	Western Criminology Review	EBSCOhost		123935		1096-4886	501	0	501	33	39	81	51	19	24	20	7	32	61	128	6
Western Farm Press	"Penton Media, Inc."	EBSCOhost		79178	1525-1217		90	0	90	3	8	28	4	11	4	2	0	7	3	16	4
Western folklore	Western States Folklore Society	EBSCOhost		69581	0043-373X		80	12	68	4	5	10	3	2	3	4	4	11	13	16	5
Western historical quarterly	Western Historical Quarterly (WHQ)	EBSCOhost		69583	0043-3810	1939-8603	101	17	84	7	9	14	5	5	7	0	0	9	22	17	6
Western Humanities Review	Western Humanities Review	EBSCOhost		69587	0043-3845		39	9	30	0	0	0	0	0	1	7	0	6	6	16	3
Western journal of applied forestry	Society of American Foresters	EBSCOhost		69590	0885-6095		59	0	59	5	4	4	8	1	3	1	2	9	14	7	1
The Western journal of black studies	Washington State University Press	EBSCOhost		69591	0197-4327		727	0	727	33	49	117	78	17	33	40	14	27	101	176	42
Western journal of communication	Wayne State University Press	EBSCOhost		69593	1057-0314	1745-1027	622	192	430	14	30	91	42	23	61	49	48	22	61	148	33
Western Journal of Nursing Research	"Sage Publications, Ltd."	EBSCOhost		69596	0193-9459	1552-8456	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Western Journal of Speech Communication	University of South Australia	EBSCOhost		69597	0193-6700		216	0	216	1	58	27	25	14	33	10	8	2	10	21	7
Western Living; Vancouver Edition	CEDROM-SNi	EBSCOhost		422690	0824-0604		12	0	12	0	10	1	0	0	0	0	0	0	1	0	0
Western North American Naturalist	Monte L. Bean Life Science Museum	EBSCOhost		384269	1527-0904	1944-8341	67	0	67	5	9	8	1	2	7	7	0	9	4	15	0
Western Rural: Weekly Journal for the Farm & Fireside	American Antiquarian Society Historical Periodicals	EBSCOhost		1414785			1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Western Scholar	Western Kentucky University Research Foundation	EBSCOhost		339733	1550-5731		1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Western Speech	University of South Australia	EBSCOhost		165519	0043-4205		27	0	27	1	2	6	4	0	2	3	1	0	3	4	1
Western Speech Communication	University of South Australia	EBSCOhost		165520	0147-2216		1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Western States Jewish History	Western States Jewish History	EBSCOhost		653428	0749-5471		19	0	19	1	2	5	0	1	0	1	0	0	4	5	0
Western Sunday School Visitant and Christian Miscellany	American Antiquarian Society Historical Periodicals	EBSCOhost		764922			1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Westminster papers in communication and culture	Westminster Papers in Communication & Culture	EBSCOhost		182826	1744-6708	1744-6716	91	0	91	0	7	8	6	4	21	20	2	0	6	14	3
Westminster Studies in Education	Wayne State University Press	EBSCOhost		69611	0140-6728	1470-1359	41	7	34	2	6	4	5	0	7	1	0	7	1	4	4
Westminster Theological Journal	Westminster Theological Seminary	EBSCOhost		89817	0043-4388		226	0	226	13	17	33	21	16	11	20	5	11	16	38	25
WET News: Water & Effluent Treatment News	Faversham House Ltd.	EBSCOhost		384231	1364-4513		13	0	13	1	1	1	2	3	0	0	0	0	0	5	0
Wetlands Ecology and Management	Springer Science & Business Media B.V.	EBSCOhost		69617	0923-4861	1572-9834	7	0	7	0	1	0	3	1	1	0	0	0	1	0	0
WFOT Bulletin	World Federation of Occupational Therapists	EBSCOhost		1809864	1447-3828		1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"WGNO-TV (Metairie, LA)"		EBSCOhost		727115			1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
What's New in Building	UBM Tech Web	EBSCOhost		69643	0142-9094		3	3	0	0	2	0	0	0	0	1	0	0	0	0	0
Whip	American Driving Society	EBSCOhost		418474	1532-5695		8	0	8	1	0	0	0	1	0	0	3	0	1	2	0
Whitby This Week	Toronto Star Newspapers LTD.	EBSCOhost		460630	1194-160X		2	2	0	0	0	0	0	0	0	2	0	0	0	0	0
White House Studies	"Nova Science Publishers, Inc."	EBSCOhost		69665	1535-4768		9	0	9	0	3	0	0	0	0	1	0	2	3	0	0
The White Tops	Circus Fans Association of America	EBSCOhost		92662	0043-499X		11	0	11	0	4	1	3	1	0	0	0	2	0	0	0
Whitehead journal of diplomacy and international relations	Global Health Governance	EBSCOhost		198390	1936-3419	1936-3427	21	0	21	0	1	4	6	0	0	0	0	0	5	4	1
Whitireia Nursing Journal	Whitireia Nursing Journal	EBSCOhost		148058	1173-1966		204	0	204	26	24	39	3	10	10	10	5	18	28	25	6
WHO Drug Information	World Health Organization	EBSCOhost		69674	1010-9609	1996-8361	78	0	78	9	10	12	5	3	7	4	1	7	8	11	1
Whole Earth	"New Whole Earth, LLC"	EBSCOhost		69687	1097-5268		156	104	52	7	21	12	12	13	12	8	4	56	4	6	1
Whole Earth Review	"New Whole Earth, LLC"	EBSCOhost		69689	0749-5056		10	3	7	3	1	0	6	0	0	0	0	0	0	0	0
Wholesale News	Centaur Communications	EBSCOhost		903807	2042-5589		18	0	18	1	0	3	0	0	0	0	1	3	2	8	0
Whosoever	"Whosoever Ministries, Inc."	EBSCOhost		182334			6	6	0	0	4	0	1	0	1	0	0	0	0	0	0
Wicazo Sa Review	University of Minnesota Press	EBSCOhost		69709	0749-6427	1533-7901	6	4	2	2	0	0	0	0	0	0	0	0	3	0	1
Wicazo Sa Review	University of Minnesota Press	EBSCOhost		1159039	0749-6427	1533-7901	96	47	49	9	4	5	3	0	1	7	2	5	29	23	8
Wide Screen	Wide Screen Journal	EBSCOhost		501126		1757-3920	5	0	5	0	0	4	0	0	0	0	0	0	0	1	0
Widener Journal of Public Law	Widener University School of Law	EBSCOhost		1002875	1064-5012		1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Widener law journal	Widener University School of Law	EBSCOhost		103990	1548-4076		138	0	138	12	11	18	7	1	12	12	2	5	34	24	0
Widener Law Review	Widener University School of Law	EBSCOhost		151330	1933-5555		75	3	72	3	3	12	2	2	1	16	1	0	2	30	3
Widening Participation and Lifelong Learning	"Open University, Faculty of Arts"	EBSCOhost		302244	1466-6529		20	0	20	0	2	5	1	1	1	0	0	0	5	3	2
WILD	Tribute Publishing Inc.	EBSCOhost		90410	1492-014X		3	2	1	0	0	0	0	0	0	0	0	0	2	1	0
Wild West	Weider History Group	EBSCOhost		69741	1046-4638		256	184	72	32	24	67	22	8	2	3	11	16	26	30	15
Wilderness	Wilderness Society	EBSCOhost		69744	0736-6477		15	15	0	0	2	3	4	2	1	0	0	3	0	0	0
Wilderness	Wilderness Society	EBSCOhost		106634	0736-6477		37	37	0	21	0	2	1	0	0	2	0	3	3	4	1
Wilderness Magazine	Allen Press Publishing Services Inc.	EBSCOhost		423053	1073-502X		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Wilderness Society's Quarterly Newsletter	Wilderness Society	EBSCOhost		69747			1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Wilderness & Environmental Medicine	Medical Education Solutions Ltd	EBSCOhost		97157	1080-6032	1545-1534	57	0	57	3	1	5	22	0	0	2	0	4	5	15	0
Wildfire	"Penton Media, Inc."	EBSCOhost		89213	1073-5658		6	5	1	1	0	4	1	0	0	0	0	0	0	0	0
Wildlife biology	Wildlife Biology	EBSCOhost		281561	0909-6396	1903-220X	141	0	141	18	18	14	5	4	9	2	0	11	22	29	9
Wildlife Monographs	Wiley-Blackwell	EBSCOhost		793691	0084-0173	1938-5455	13	0	13	0	0	0	2	0	0	2	0	0	3	6	0
Wildlife Monographs	Wiley-Blackwell	EBSCOhost		69756	0084-0173	1938-5455	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0
Wildlife Professional	Allen Press Publishing Services Inc.	EBSCOhost		361022	1933-2866	1941-5680	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Wilkes' Spirit of the Times	American Antiquarian Society Historical Periodicals	EBSCOhost		722548			1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Willamette Law Review	Willamette Journal of International Law & Dispute Resolution	EBSCOhost		69765	0191-9822		3	0	3	0	1	2	0	0	0	0	0	0	0	0	0
William Carlos Williams Review	Electronic Journal of Sociology	EBSCOhost		100065	0196-6286	1935-0244	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0
William Mitchell Law Review	William Mitchell College of Law	EBSCOhost		69780	0270-272X	1943-0051	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0
William and Mary Environmental Law and Policy Review	William & Mary Law Review	EBSCOhost		69769	1091-9724	1943-1104	12	0	12	0	1	2	0	1	0	3	0	0	1	3	1
William & Mary Law Review	William & Mary Law Review	EBSCOhost		69772	0043-5589		33	0	33	3	8	8	2	0	2	1	0	3	0	4	2
Wilson Daily Times (NC)	Mcclatchy-Tribune Information Services	EBSCOhost		374276			3	3	0	0	0	1	0	0	0	0	0	0	0	2	0
Wilson Journal of Ornithology	Wilson Ornithological Society	EBSCOhost		204004	1559-4491	1938-5447	184	0	184	7	30	13	18	30	5	1	3	3	21	46	7
Wilson Library Bulletin	H W Wilson Company	EBSCOhost		69784	0043-5651		17	16	1	2	0	0	4	0	0	1	1	4	2	2	1
Wilson Quarterly	Woodrow Wilson International Center for Scholars	EBSCOhost		69786	0363-3276		1491	1441	50	163	144	290	91	49	66	74	28	63	208	262	53
Wilson's Panama Canal Tolls Message	Great Neck Publishing	EBSCOhost		340635			1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Wind Engineering	Routledge	EBSCOhost		69792	0309-524X	2048-402X	28	0	28	0	0	0	0	0	0	1	0	1	9	17	0
Windows IT Pro	"Penton Media, Inc."	EBSCOhost		190065	1552-3136		20	0	20	0	0	1	1	8	0	0	0	0	1	6	3
Windows IT Security	"Penton Media, Inc."	EBSCOhost		192341	1555-4686		3	0	3	0	3	0	0	0	0	0	0	0	0	0	0
Windspeaker	Aboriginal Multi-Media Society of Alberta	EBSCOhost		69794	0834-177X		2203	415	1788	120	230	462	221	53	60	113	29	84	357	390	84
Windy City Times	Windy City Media Group	EBSCOhost		418340	1049-698X		178	0	178	4	9	27	22	2	11	6	2	6	15	52	22
Wine & Viticulture Journal	Winetitles Pty Ltd	EBSCOhost		893781	1838-6547		35	0	35	7	0	0	2	0	0	0	0	2	4	20	0
Wings of Gold	Association of Naval Aviation	EBSCOhost		78632	0274-7405		37	0	37	5	11	2	1	1	3	1	0	0	5	8	0
The Winner	Review & Herald Publishing Association	EBSCOhost		69830	0043-5937		2	2	0	0	1	0	0	0	0	1	0	0	0	0	0
Winnipeg Free Press (MB)	Winnipeg Free Press Co. Ltd.	EBSCOhost		128425	0828-1785		1049	1049	0	86	79	183	107	26	55	38	5	81	118	237	34
Winterthur portfolio	University of Chicago Press	EBSCOhost		69835	0084-0416	1545-6927	20	0	20	0	0	2	0	1	0	0	0	0	8	9	0
Wire Journal International	Wire Association International	EBSCOhost		69839	0277-4275		1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Wired	Conde Nast Publications	EBSCOhost		69840	1059-1028	1078-3148	17	17	0	0	0	0	1	2	0	0	0	0	1	9	4
Wireless Asia	Questex Media Group	EBSCOhost		69841	1681-1399		9	0	9	1	0	0	2	0	3	0	0	1	2	0	0
Wireless Communications and Mobile Computing	Wiley-Blackwell	EBSCOhost		69844	1530-8669	1530-8677	4	0	4	0	0	0	0	0	0	2	2	0	0	0	0
Wireless Design & Development	BNP Media	EBSCOhost		69846	1076-4240		42	5	37	8	12	1	4	2	1	2	1	6	1	4	0
Wireless Networks	Springer Science & Business Media B.V.	EBSCOhost		69851	1022-0038	1572-8196	3	0	3	0	1	1	0	0	0	0	0	0	0	0	1
Wireless Personal Communications	Springer Science & Business Media B.V.	EBSCOhost		69853	0929-6212	1572-834X	4	0	4	0	0	1	0	0	0	0	1	0	2	0	0
Wireless review	"Penton Media, Inc."	EBSCOhost		91777	1099-9248		27	20	7	2	8	4	0	0	2	2	1	1	5	0	2
Wireless week	Advantage Business Media	EBSCOhost		69860	1085-0473		122	44	78	2	25	25	20	3	5	9	6	15	5	7	0
Wisconsin International Law Journal	Wisconsin International Law Journal	EBSCOhost		69885	0743-7951		108	11	97	11	7	28	9	2	3	7	2	4	12	19	4
"Wisconsin Journal of Law, Gender & Society"	Wisconsin International Law Journal	EBSCOhost		484111	1943-1600		10	0	10	0	2	2	0	2	0	0	0	0	2	2	0
"Wisconsin Law Journal (Milwaukee, WI)"	Daily Reporter Publishing Co.	EBSCOhost		89203	1534-1917		33	33	0	0	1	13	3	0	0	0	0	3	5	7	1
Wisconsin Magazine of History	Wisconsin Historical Society	EBSCOhost		100068	0043-6534		14	6	8	0	0	1	2	0	2	1	2	3	1	2	0
"The Wisconsin State Journal (Madison, WI)"	Madison Newspaper Incorporated	EBSCOhost		69893	0749-405X		2	2	0	0	0	0	0	0	0	0	0	0	0	2	0
"Wisconsin State Journal, The (Madison, WI)"	"Madison Newspapers, Inc."	EBSCOhost		401198	0749-405X		7	7	0	0	0	0	0	0	0	0	0	0	1	6	0
Wisconsin Women's Law Journal	Wisconsin International Law Journal	EBSCOhost		609081	1052-3421		2	1	1	0	0	0	0	0	0	0	0	0	0	0	2
Witness	Witness	EBSCOhost		89820	0891-1371		2	0	2	0	0	0	0	0	0	0	0	0	0	2	0
WMJ: official publication of the State Medical Society of Wisconsin	Wisconsin Medical Society	EBSCOhost		93105	1098-1861		118	0	118	7	10	15	11	8	4	10	3	13	14	18	5
Woman Advocate	Alabama State Bar Association	EBSCOhost		568310	1934-4481		54	54	0	1	6	43	0	0	1	0	1	0	2	0	0
Woman's art journal	"Old City Publishing, Inc."	EBSCOhost		69944	0270-7993	2158-8457	62	23	39	0	0	16	2	0	1	2	0	9	21	11	0
Women Artists News	Midmarch Arts Press	EBSCOhost		70018	0149-7081		2	0	2	1	1	0	0	0	0	0	0	0	0	0	0
Women Artists News Book Review	Midmarch Arts Press	EBSCOhost		570053			21	13	8	1	2	1	1	0	0	4	2	4	4	2	0
Women Artists Slide Library Journal	Women's Art Library	EBSCOhost		570054	0951-0230		5	0	5	0	0	0	1	0	0	0	0	0	1	3	0
Women in Business	ABWA Management LLC	EBSCOhost		70045	0043-7441		505	367	138	18	31	85	19	22	44	33	11	18	67	144	13
Women in German Yearbook	University of Nebraska Press	EBSCOhost		70056	1058-7446	1940-512X	87	6	81	1	3	14	3	2	7	8	1	6	27	11	4
Women Lawyers Journal	National Association of Women Lawyers	EBSCOhost		339734	0043-7468		2	0	2	0	0	0	1	0	0	0	0	0	0	1	0
Women and Environments	Women & Environments International Magazine	EBSCOhost		69426	0229-480X		27	27	0	3	1	7	1	0	2	6	1	0	3	3	0
Women & Environments International Magazine	Women & Environments International Magazine	EBSCOhost		69970	1499-1993		721	466	255	27	60	153	44	20	25	32	0	59	100	176	25
Women and Language	"Organization for the Study of Communication, Language & Gender"	EBSCOhost		69983	8755-4550		846	209	637	22	84	112	87	17	51	67	29	44	120	178	35
Women and Music: A Journal of Gender and Culture	University of Nebraska Press	EBSCOhost		69990	1090-7505	1553-0612	3	1	2	0	0	0	0	0	0	0	0	0	1	1	1
Women & Performance	University of South Australia	EBSCOhost		100070	0740-770X	1748-5819	57	0	57	0	2	10	16	0	2	5	0	1	7	12	2
Women & politics	University of South Australia	EBSCOhost		69993	0195-7732	1540-9473	20	0	20	0	2	5	7	0	0	0	0	0	3	3	0
WomenArts Quarterly Journal	WomenArts Quarterly Journal	EBSCOhost		1162112			1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
WomenPolice	International Association of Women Police	EBSCOhost		74590	0890-5894		89	0	89	5	3	5	5	7	2	2	4	9	11	30	6
Women's Art Magazine	Women's Art Library	EBSCOhost		70116	0961-1460		27	0	27	0	0	3	1	0	4	1	0	0	11	2	5
Women's Basketball	"Goldman Group, Inc."	EBSCOhost		123864	1524-9204		10	0	10	1	0	1	0	0	0	0	1	2	1	4	0
Women's Health in Primary Care	"Jobson Publishing, LLC"	EBSCOhost		129437	1098-0865		2	0	2	0	0	0	0	0	0	0	0	0	0	2	0
Women's Health in Primary Care: Gynecology Edition	"Jobson Publishing, LLC"	EBSCOhost		339735	1534-9438		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Women's health and urban life	Hilborn Communications Ltd.	EBSCOhost		189132	1499-0369		101	0	101	13	11	12	9	2	6	10	0	2	19	15	2
Women's History Magazine (1476-6760)	Women's History Network	EBSCOhost		656492	1476-6760		31	0	31	2	1	2	2	0	2	0	0	4	12	6	0
Women's History Review	University of South Australia	EBSCOhost		70143	0961-2025	1747-583X	54	0	54	0	0	0	0	0	0	6	0	2	12	29	5
Women's international network news	Women's International Network News	EBSCOhost		80592	0145-7985		1292	1055	237	83	253	256	85	102	85	47	29	51	89	165	47
Women's Oncology Review	Wayne State University Press	EBSCOhost		123820	1473-3404	1473-3412	4	0	4	0	1	1	0	0	0	0	0	0	2	0	0
Women's Policy Journal of Harvard	President & Fellows of Harvard College	EBSCOhost		411925	1534-0473		27	0	27	2	3	4	0	0	2	0	2	0	5	9	0
Women's Review of Books	"Old City Publishing, Inc."	EBSCOhost		70176	0738-1433	1949-0410	301	205	96	19	41	67	18	4	10	10	24	4	35	63	6
Women's Sports & Fitness	Conde Nast Publications	EBSCOhost		441833	1099-6079		29	22	7	1	1	5	0	3	8	3	0	2	2	4	0
Women's Sports and Fitness (1984)	Conde Nast Publications	EBSCOhost		80399	8750-653X		54	53	1	0	5	1	3	0	8	3	0	2	11	16	5
Women's Studies	Wayne State University Press	EBSCOhost		70195	0049-7878	1547-7045	2107	238	1869	82	174	401	264	60	104	111	41	84	177	470	139
Women's Studies in Communication	Wayne State University Press	EBSCOhost		70197	0749-1409	2152-999X	353	58	295	18	15	75	19	1	16	34	7	8	52	91	17
Women's Studies Journal	Women’s Studies Association New Zealand	EBSCOhost		426703	0112-4099		96	0	96	5	5	31	10	1	8	3	1	1	10	18	3
Women's Studies Newsletter	Feminist Press at CUNY	EBSCOhost		497347	0363-1133		8	7	1	0	0	3	0	0	0	1	0	1	3	0	0
Women's Studies Quarterly	Feminist Press at CUNY	EBSCOhost		70202	0732-1562	1934-1520	509	319	190	26	18	81	28	9	12	38	25	13	82	148	29
Women's Wear Daily - WWD	Conde Nast Publications	EBSCOhost		70209	0149-5380		4172	4172	0	261	297	577	168	105	246	236	62	722	756	650	92
Women's Writing	University of South Australia	EBSCOhost		70263	0969-9082	1747-5848	29	0	29	0	1	0	0	0	0	3	0	0	5	18	2
Wood Digest	Cygnus Business Media	EBSCOhost		186255	1045-7348		6	0	6	0	0	0	0	0	0	0	0	0	5	1	0
Wood Products	Vance Publishing Corporation	EBSCOhost		1934105	2327-7823		3	0	3	0	0	0	0	0	1	1	0	0	0	1	0
Wood and Wood Products	Vance Publishing Corporation	EBSCOhost		70300	0043-7662		51	9	42	6	8	2	6	4	3	0	0	0	8	14	0
The Woodworker's Journal	MyHobbyStore Ltd.	EBSCOhost		70304	0199-1892		20	14	6	4	0	2	0	3	0	0	0	0	11	0	0
Worcester Review	Worcester County Poetry Association	EBSCOhost		302292	8756-5277		1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Word Structure	Edinburgh University Press	EBSCOhost		1363700	1750-1245	1755-2036	19	0	19	4	2	3	9	0	0	0	0	0	0	1	0
Word Ways: Journal of Recreational Linguistics	Word Ways: The Journal of Recreational Linguistics	EBSCOhost		70320	0043-7980		16	0	16	5	0	0	1	1	1	4	0	2	1	0	1
Word and Text	Petroleum - Gas University of Ploiesti	EBSCOhost		970012	2069-9271		30	0	30	4	4	1	2	1	0	1	0	3	11	1	2
Word & World - Theology for Christian Ministry	Word and World	EBSCOhost		89821	0275-5270		210	0	210	9	16	35	23	9	18	8	6	12	16	48	10
Words.Beats.Life: The Global Journal of Hip-Hop Culture	"Words Beats & Life, Inc."	EBSCOhost		599624	2151-0741		3	0	3	0	0	0	0	0	0	0	0	0	1	2	0
Wordsworth Circle	"Wordsworth Circle, Dr. Marilyn Gaull"	EBSCOhost		70330	0043-8006		385	0	385	21	42	90	56	4	11	16	7	21	31	77	9
"Work : A Journal of Prevention, Assessment, and Rehabilitation"	Hindawi Publishing Corporation	EBSCOhost		123619	1051-9815	1875-9270	2161	0	2161	94	245	252	125	80	163	139	38	236	361	373	55
"Work : A Journal of Prevention, Assessment, and Rehabilitation (Elsevier)"	Elsevier Science	EBSCOhost		70331	1051-9815	1875-9270	598	0	598	47	43	84	39	29	44	57	20	54	94	69	18
Work and Occupations	"Sage Publications, Ltd."	EBSCOhost		70339	0730-8884	1552-8464	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0
Work and Stress	Wayne State University Press	EBSCOhost		70342	0267-8373	1464-5335	564	0	564	30	47	69	41	24	30	38	28	46	74	121	16
Workbench	August Home Publishing	EBSCOhost		70352	0043-8057		2	2	0	1	0	0	1	0	0	0	0	0	0	0	0
Workforce	Crain Communications Inc. (MI)	EBSCOhost		640427	1092-8332		341	341	0	55	34	50	28	19	34	42	5	14	13	34	13
Workforce Management	"MediaTec Publishing, Inc."	EBSCOhost		124974	1547-5565		1107	1049	58	75	105	185	57	50	112	121	7	54	128	193	20
Working Farmer	American Antiquarian Society Historical Periodicals	EBSCOhost		770274			1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Working Mother	Bonnier Corporation	EBSCOhost		70368	0278-193X		18	0	18	1	0	3	4	0	1	3	0	0	2	4	0
"Working papers series / University of Tartu, faculty of economics and business administration"	Michigan Journal of Business	EBSCOhost		147856	1406-5967		9	0	9	0	4	2	0	1	0	0	0	1	0	0	1
Working Strategies	Strategies	EBSCOhost		779298			1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Working USA	Wiley-Blackwell	EBSCOhost		88065	1089-7011	1743-4580	88	5	83	3	4	12	4	0	6	3	3	5	16	28	4
Working Wonders	International Association of Healthcare Practitioners	EBSCOhost		891847			2	0	2	0	0	0	0	0	0	0	0	0	2	0	0
Work-Life Newsbrief & Trend Report	WFC Resources	EBSCOhost		640754	1084-1377		54	0	54	0	0	8	0	0	1	23	1	6	1	13	1
Workplace Health & Safety	SLACK Incorporated	EBSCOhost		1160778	2165-0799	2165-0969	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Workplace Learning & Skills Bulletin	Education Publishing Worldwide Ltd	EBSCOhost		1378376	1757-0441		3	0	3	1	0	0	0	0	0	1	0	1	0	0	0
Works Management	Findlay Publications Ltd.	EBSCOhost		70410	0374-4795		55	6	49	3	5	6	2	2	0	3	2	8	12	11	1
"World Academy of Science, Engineering"		EBSCOhost			2010-376X		9	0	9	1	3	1	0	0	1	3	0	0	0	0	0
"World Academy of Science, Engineering and Technology"	International Association of Computer Science & Information Technology Press	EBSCOhost		379419	1307-6884	2070-3740	441	0	441	26	63	83	50	24	37	79	23	6	17	29	4
World Affairs	American Antiquarian Society Historical Periodicals	EBSCOhost		70416	0043-8200	1940-1582	1309	145	1164	63	95	228	136	31	67	66	18	65	160	319	61
World Archaeology	University of South Australia	EBSCOhost		70428	0043-8243	1470-1375	975	171	804	64	127	200	69	21	37	35	28	40	113	201	40
World Business	Haymarket Business Publications Ltd	EBSCOhost		273603	1749-9275		1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
World Clinic Series	American Swimming Coaches Association	EBSCOhost		273766	0747-5853		6	0	6	0	1	3	0	0	1	0	0	0	0	1	0
World Communication		EBSCOhost			1818-8087		20	0	20	0	0	1	0	0	3	0	1	0	7	4	4
World Communication : a journal of the World Communication Association	World Communication Association	EBSCOhost		129827	1017-2742		18	0	18	0	2	3	1	0	0	0	0	0	4	5	3
World Cultures	World Cultures	EBSCOhost		1042085			4	0	4	0	0	0	3	0	0	0	0	0	1	0	0
World development	Elsevier Science	EBSCOhost		70452	0305-750X	1873-5991	2	0	2	0	0	0	1	0	0	1	0	0	0	0	0
World Economics	Economic & Financial Publishing Ltd	EBSCOhost		70457	1468-1838	1474-3884	272	0	272	11	13	49	23	7	11	12	9	12	30	89	6
The World Economy	Wiley-Blackwell	EBSCOhost		70458	0378-5920	1467-9701	392	47	345	1	25	92	49	8	21	37	13	14	36	83	13
World Englishes	Wiley-Blackwell	EBSCOhost		70460	0883-2919	1467-971X	325	22	303	12	37	32	35	20	19	15	13	28	61	47	6
World Future Review (World Future Society)	World Future Society	EBSCOhost		503129	1946-7567		660	0	660	6	51	147	67	18	46	41	22	17	90	138	17
World History Bulletin	University of Hawaii Press	EBSCOhost		519290	0886-117X		19	0	19	2	0	6	2	0	1	1	2	0	2	2	1
World journal of agricultural sciences	Euromed Communications Ltd.	EBSCOhost		201626	1817-3047	1817-5082	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0
World Journal of Biological Psychiatry	International Pharmaceutical Federation	EBSCOhost		184930	1562-2975	1814-1412	112	0	112	3	19	29	5	3	5	2	1	8	11	25	1
World Journal of Education	Sciedu Press	EBSCOhost		911903	1925-0746	1925-0754	17	0	17	0	1	1	1	0	0	0	0	0	2	10	2
World Journal of Emergency Surgery : WJES	Ministerie van Volksgezondheid en Leefmilieu	EBSCOhost		206027		1749-7922	8	0	8	0	0	0	2	0	3	1	0	1	1	0	0
World Journal of English Language	Sciedu Press	EBSCOhost		918563	1925-0703		8	0	8	0	0	1	0	1	0	0	1	0	2	2	1
World Journal of Gastroenterology : WJG	World Journal of Gastroenterology	EBSCOhost		125062	1007-9327		88	0	88	7	2	20	3	6	2	14	4	3	10	15	2
World Journal of Medical Sciences	Euromed Communications Ltd.	EBSCOhost		361382	1817-3055	1990-4061	26	0	26	0	0	0	0	0	0	0	0	4	12	9	1
World journal of microbiology and biotechnology	Springer Science & Business Media B.V.	EBSCOhost		70483	0959-3993	1573-0972	6	0	6	0	0	0	0	1	1	1	0	0	0	3	0
World Journal of Surgery	Springer Science & Business Media B.V.	EBSCOhost		70485	0364-2313	1432-2323	165	0	165	8	16	35	4	12	7	9	7	18	20	22	7
World journal of surgical oncology	Ministerie van Volksgezondheid en Leefmilieu	EBSCOhost		100387		1477-7819	28	0	28	3	0	0	2	0	2	0	0	12	6	2	1
World Journal of Urology	Springer Science & Business Media B.V.	EBSCOhost		70486	0724-4983	1433-8726	61	0	61	8	2	18	6	4	4	4	4	1	5	4	1
World Journal on Educational Technology	Cypriot Journal of Educational Sciences	EBSCOhost		625521	1309-1506	1309-0348	9	0	9	1	1	2	1	0	0	0	1	0	1	2	0
World Literature Today	"University of Tartu, Center of Physical Anthropology"	EBSCOhost		70490	0196-3570	1945-8134	911	513	398	42	64	150	62	38	89	66	11	63	91	203	32
